Address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"106 BUCKINGHAM RD PITTSBURGH PA 15215",40.502079,-79.900372,1,rooftop,106,"Buckingham Rd",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"350 HUNT RD PITTSBURGH PA 15238",40.509612,-79.893022,1,rooftop,350,"Hunt Rd",,,Pittsburgh,PA,"Allegheny County",15238,US,Allegheny
"116 HICKORY HILL RD PITTSBURGH PA 15238",40.507896,-79.883037,1,rooftop,116,"Hickory Hill Rd",,,Pittsburgh,PA,"Allegheny County",15238,US,Allegheny
"212 GUYASUTA RD PITTSBURGH PA 15215",40.503517,-79.895728,1,rooftop,212,"Guyasuta Rd",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"91 HERBST RD CORAOPOLIS PA 15108",40.486854,-80.118535,1,rooftop,91,"Herbst Rd",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"109 FAIRLAMB DR CORAOPOLIS PA 15108",40.484847,-80.126074,1,rooftop,109,"Fairlamb Dr",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"115 FAIRLAMB DR CORAOPOLIS PA 15108",40.484542,-80.125555,1,rooftop,115,"Fairlamb Dr",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"816 JANE AVE PITTSBURGH PA 15209",40.505474,-79.982198,1,rooftop,816,"Jane Ave",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"186 MARY AVE PITTSBURGH PA 15209",40.504005,-79.980342,1,rooftop,186,"Mary Ave",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"183 MARY AVE PITTSBURGH PA 15209",40.504317,-79.980794,1,rooftop,183,"Mary Ave",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"1291 MERIDIAN DR PRESTO PA 15142",40.376415,-80.120994,1,rooftop,1291,"Meridian Dr",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"2071 ENGLISH TURN DR PRESTO PA 15142",40.377047,-80.120059,1,rooftop,2071,"English Turn Dr",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"3160 ANNANDALE DR PRESTO PA 15142",40.392534,-80.127525,1,rooftop,3160,"Annandale Dr",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"3180 ANNANDALE DR PRESTO PA 15142",40.392561,-80.127027,1,rooftop,3180,"Annandale Dr",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"3271 ANNANDALE DR PRESTO PA 15142",40.392329,-80.123408,1,rooftop,3271,"Annandale Dr",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"3381 ANNANDALE DR PRESTO PA 15142",40.39348,-80.122119,1,rooftop,3381,"Annandale Dr",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"3411 ANNANDALE DR PRESTO PA 15142",40.393207,-80.122676,1,rooftop,3411,"Annandale Dr",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"45 ELLWOOD CT CORAOPOLIS PA 15108",40.483864,-80.120145,1,rooftop,45,"Ellwood Ct",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"178 HERBST RD CORAOPOLIS PA 15108",40.49548,-80.116848,1,rooftop,178,"Herbst Rd",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"125 1ST ST PITTSBURGH PA 15225",40.509071,-80.125385,1,rooftop,125,"1st St",,,Pittsburgh,PA,"Allegheny County",15225,US,Allegheny
"705 KLEMONT AVE PITTSBURGH PA 15202",40.507024,-80.052377,1,rooftop,705,"Klemont Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"935 SEDALIA AVE PITTSBURGH PA 15202",40.504054,-80.063832,1,rooftop,935,"Sedalia Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"108 HILGLOR DR PITTSBURGH PA 15209",40.502328,-79.980028,1,rooftop,108,"Hilglor Dr",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"176 MARTHA AVE PITTSBURGH PA 15209",40.503512,-79.980821,1,rooftop,176,"Martha Ave",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"216 HILLWOOD RD PITTSBURGH PA 15209",40.502297,-79.968508,1,rooftop,216,"Hillwood Rd",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"304 HILLWOOD RD PITTSBURGH PA 15209",40.502345,-79.967366,1,rooftop,304,"Hillwood Rd",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"3031 ANNANDALE DR PRESTO PA 15142",40.391415,-80.129842,1,rooftop,3031,"Annandale Dr",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"6011 CARNOUSTIE CT PRESTO PA 15142",40.389916,-80.122909,1,rooftop,6011,"Carnoustie Ct",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"7110 WOODHALL CT PRESTO PA 15142",40.386148,-80.128598,1,rooftop,7110,"Woodhall Ct",,,Presto,PA,"Allegheny County",15142,US,Allegheny
"328 CORAOPOLIS RD CORAOPOLIS PA 15108",40.50302,-80.125357,1,rooftop,328,"Coraopolis Rd",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"275 CORAOPOLIS RD CORAOPOLIS PA 15108",40.501668,-80.119539,1,rooftop,275,"Coraopolis Rd",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"273 CORAOPOLIS RD CORAOPOLIS PA 15108",40.501626,-80.119293,1,rooftop,273,"Coraopolis Rd",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"274 CORAOPOLIS RD CORAOPOLIS PA 15108",40.502125,-80.119222,1,rooftop,274,"Coraopolis Rd",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
"123 ALLEGHENY AVE PITTSBURGH PA 15202",40.510234,-80.101208,1,rooftop,123,"Allegheny Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"531 HIGHLAND PL PITTSBURGH PA 15202",40.504088,-80.053967,1,rooftop,531,"Highland Pl",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"8430 CHRIS LN PITTSBURGH PA 15209",40.501597,-79.966541,1,rooftop,8430,"Chris Ln",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"406 LOUANN ST PITTSBURGH PA 15223",40.51066,-79.957824,1,rooftop,406,"Louann St",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"76 FISCHER AVE PITTSBURGH PA 15223",40.510451,-79.953274,1,rooftop,76,"Fischer Ave",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"610 FREEDOM DR CARNEGIE PA 15106",40.422414,-80.132191,1,rooftop,610,"Freedom Dr",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"87 CEDAR AVE PITTSBURGH PA 15202",40.509143,-80.096453,1,rooftop,87,"Cedar Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"8179 OHIO RIVER BLVD UNIT 35 PITTSBURGH PA 15202",40.50992,-80.096977,1,rooftop,8179,"Ohio River Blvd",Apt,35,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"5 RACE ST PITTSBURGH PA 15202",40.509915,-80.091466,1,rooftop,5,"Race St",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"41 HILAND AVE PITTSBURGH PA 15202",40.510357,-80.090386,1,rooftop,41,"Hiland Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"681 FOREST AVE PITTSBURGH PA 15202",40.503878,-80.053133,1,rooftop,681,"Forest Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"812 QUAILL AVE PITTSBURGH PA 15202",40.504811,-80.050188,1,rooftop,812,"Quaill Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"509 -511 BELLEVUE TER PITTSBURGH PA 15202",40.505165,-80.06783,0.33,place,,,,,Pittsburgh,PA,"Allegheny County",15202,US,"TIGER/Line® dataset from the US Census Bureau"
"1302 GLARIUS AVE PITTSBURGH PA 15202",40.505649,-80.052944,1,rooftop,1302,"Glarius Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"29 SHORT ST PITTSBURGH PA 15223",40.508074,-79.955917,1,rooftop,29,"Short St",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"43 BEYRLEYE AVE PITTSBURGH PA 15223",40.507585,-79.954605,1,rooftop,43,"Beyrleye Ave",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"132 LEHR AVE PITTSBURGH PA 15223",40.507204,-79.953859,1,rooftop,132,"Lehr Ave",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"115 ADELE AVE PITTSBURGH PA 15223",40.506649,-79.953459,1,rooftop,115,"Adele Ave",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"5009 VENICE RD PITTSBURGH PA 15209",40.504562,-79.963939,1,rooftop,5009,"Venice Rd",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"6 AVON DR PITTSBURGH PA 15202",40.509997,-80.090167,1,rooftop,6,"Avon Dr",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"7215 CHURCH AVE PITTSBURGH PA 15202",40.508746,-80.084439,1,rooftop,7215,"Church Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"837 CHESTER AVE PITTSBURGH PA 15202",40.502623,-80.063105,1,rooftop,837,"Chester Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"661 TINGLEY AVE PITTSBURGH PA 15202",40.503463,-80.058184,1,rooftop,661,"Tingley Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"658 NORTH AVE PITTSBURGH PA 15202",40.50295,-80.057823,1,rooftop,658,"North Ave",,,Bellevue,PA,"Allegheny County",15202,US,Allegheny
"663 NORTH AVE PITTSBURGH PA 15202",40.502684,-80.057875,1,rooftop,663,"North Ave",,,Bellevue,PA,"Allegheny County",15202,US,Allegheny
"5021 VENICE RD PITTSBURGH PA 15209",40.504501,-79.962424,1,rooftop,5021,"Venice Rd",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"99 WILSON ST PITTSBURGH PA 15223",40.503871,-79.953786,1,rooftop,99,"Wilson St",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"228 LEHR AVE PITTSBURGH PA 15223",40.506014,-79.954934,1,rooftop,228,"Lehr Ave",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"93 GRANT AVE PITTSBURGH PA 15223",40.506217,-79.950818,1,rooftop,93,"Grant Ave",,,Etna,PA,"Allegheny County",15223,US,Allegheny
"6907 MERTON RD PITTSBURGH PA 15202",40.509833,-80.079778,1,rooftop,6907,"Merton Rd",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"516 DICKSON AVE PITTSBURGH PA 15202",40.510816,-80.08112,1,rooftop,516,"Dickson Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"317 FOREST AVE PITTSBURGH PA 15202",40.508734,-80.082608,1,rooftop,317,"Forest Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"325 FOREST AVE PITTSBURGH PA 15202",40.508944,-80.08242,1,rooftop,325,"Forest Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"655 MEANS AVE PITTSBURGH PA 15202",40.501972,-80.058951,1,rooftop,655,"Means Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"34 WILSON ST PITTSBURGH PA 15223",40.504202,-79.950622,1,rooftop,34,"Wilson St",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"11 VILSACK ST PITTSBURGH PA 15223",40.504648,-79.95046,1,rooftop,11,"Vilsack St",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"988 NORWOOD AVE PITTSBURGH PA 15202",40.509495,-80.068994,1,rooftop,988,"Norwood Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"187 N SPRAGUE AVE PITTSBURGH PA 15202",40.501757,-80.05616,1,rooftop,187,"N Sprague Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"610 MEANS AVE PITTSBURGH PA 15202",40.502107,-80.057421,1,rooftop,610,"Means Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"519 SOOSE RD PITTSBURGH PA 15209",40.502489,-79.964672,1,rooftop,519,"Soose Rd",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"434 WINTERSET DR PITTSBURGH PA 15209",40.502855,-79.960326,1,rooftop,434,"Winterset Dr",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"173 CENTENNIAL DR CARNEGIE PA 15106",40.40868,-80.08339,0.33,place,,,,,Carnegie,PA,"Allegheny County",15106,US,"TIGER/Line® dataset from the US Census Bureau"
"6520 -6522 VIRGINIA AVE PITTSBURGH PA 15202",40.505165,-80.06783,0.33,place,,,,,Pittsburgh,PA,"Allegheny County",15202,US,"TIGER/Line® dataset from the US Census Bureau"
"6494 VIRGINIA AVE PITTSBURGH PA 15202",40.507013,-80.072713,1,rooftop,6494,"Virginia Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"641 SEMPLE AVE PITTSBURGH PA 15202",40.506339,-80.067036,1,rooftop,641,"Semple Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"623 SEMPLE AVE PITTSBURGH PA 15202",40.50631,-80.068121,1,rooftop,623,"Semple Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"278 SUMMIT AVE PITTSBURGH PA 15202",40.503226,-80.051446,1,rooftop,278,"Summit Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"236 SUMMIT AVE PITTSBURGH PA 15202",40.502161,-80.052243,1,rooftop,236,"Summit Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"676 FOREST AVE PITTSBURGH PA 15202",40.503486,-80.053052,1,rooftop,676,"Forest Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"12 OAKRIDGE RD PITTSBURGH PA 15229",40.510984,-80.046837,1,rooftop,12,"Oakridge Rd",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"157 SPRUCE CT PITTSBURGH PA 15229",40.510859,-80.044225,1,rooftop,157,"Spruce Ct",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"113 SPRUCE CT PITTSBURGH PA 15229",40.510865,-80.042801,1,rooftop,113,"Spruce Ct",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"13 SPRING ST PITTSBURGH PA 15223",40.502725,-79.955445,1,rooftop,13,"Spring St",,,Etna,PA,"Allegheny County",15223,US,Allegheny
"48 DEWEY ST PITTSBURGH PA 15223",40.503515,-79.95141,1,rooftop,48,"Dewey St",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"50 DEWEY ST PITTSBURGH PA 15223",40.503516,-79.951513,1,rooftop,50,"Dewey St",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"41 DEWEY ST PITTSBURGH PA 15223",40.503249,-79.95112,1,rooftop,41,"Dewey St",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"7 VERYL DR PITTSBURGH PA 15223",40.502392,-79.950199,1,rooftop,7,"Veryl Dr",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"5545 GLASS RD PITTSBURGH PA 15205",40.439998,-80.128058,1,rooftop,5545,"Glass Rd",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"5029 WINDOVER DR PITTSBURGH PA 15205",40.438508,-80.123438,1,rooftop,5029,"Windover Dr",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"5005 WINDOVER DR PITTSBURGH PA 15205",40.437267,-80.121351,1,rooftop,5005,"Windover Dr",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"5026 WINDOVER DR PITTSBURGH PA 15205",40.438516,-80.12187,1,rooftop,5026,"Windover Dr",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"106 IRWIN AVE PITTSBURGH PA 15202",40.504682,-80.082826,1,rooftop,106,"Irwin Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"161 ROSSMOR CT PITTSBURGH PA 15229",40.510345,-80.038728,1,rooftop,161,"Rossmor Ct",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"152 ROSSMOR CT PITTSBURGH PA 15229",40.509918,-80.039081,1,rooftop,152,"Rossmor Ct",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"134 SPRUCE VALLEY DR PITTSBURGH PA 15229",40.510846,-80.041185,1,rooftop,134,"Spruce Valley Dr",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"207 PROSPECT CT PITTSBURGH PA 15229",40.509681,-80.035055,1,rooftop,207,"Prospect Ct",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"302 JACKS RUN RD PITTSBURGH PA 15202",40.507587,-80.037295,1,rooftop,302,"Jacks Run Rd",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"6708 SHAFFER PL PITTSBURGH PA 15202",40.504502,-80.077578,1,rooftop,6708,"Shaffer Pl",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"626 PARKVIEW AVE PITTSBURGH PA 15202",40.505209,-80.067849,1,rooftop,626,"Parkview Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"127 BELL PARK DR PITTSBURGH PA 15229",40.508627,-80.033798,1,rooftop,127,"Bell Park Dr",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"424 REDWOOD CT PITTSBURGH PA 15202",40.502501,-80.046052,1,rooftop,424,"Redwood Ct",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"419 REDWOOD CT PITTSBURGH PA 15202",40.502175,-80.045745,1,rooftop,419,"Redwood Ct",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"32 HIGHLAND AVE PITTSBURGH PA 15223",40.505602,-79.948562,1,rooftop,32,"Highland Ave",,,Etna,PA,"Allegheny County",15223,US,Allegheny
"15 WEIBLE ST PITTSBURGH PA 15223",40.505019,-79.948973,1,rooftop,15,"Weible St",,,Pittsburgh,PA,"Allegheny County",15223,US,Allegheny
"47 B BETHANY DR PITTSBURGH PA 15215",40.505393,-79.94172,1,rooftop,"47 B","Bethany Dr",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"416 BEECH DR MC KEES ROCKS PA 15136",40.446153,-80.127837,1,rooftop,416,"Beech Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"418 BEECH DR MC KEES ROCKS PA 15136",40.446215,-80.12758,1,rooftop,418,"Beech Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"503 WALNUT DR MC KEES ROCKS PA 15136",40.443712,-80.13264,1,rooftop,503,"Walnut Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"301 WILDFLOWER CT PITTSBURGH PA 15202",40.502474,-80.044589,1,rooftop,301,"Wildflower Ct",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"150 EILEEN DR PITTSBURGH PA 15214",40.501963,-80.032884,1,rooftop,150,"Eileen Dr",,,Observatory,PA,"Allegheny County",15214,US,Allegheny
"245 LIPP AVE PITTSBURGH PA 15229",40.509362,-80.025492,1,rooftop,245,"Lipp Ave",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"63 A BETHANY DR PITTSBURGH PA 15215",40.505048,-79.940176,1,rooftop,"63 A","Bethany Dr",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"19 A BETHANY DR PITTSBURGH PA 15215",40.505714,-79.938658,1,rooftop,"19 A","Bethany Dr",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"20 A BETHANY DR PITTSBURGH PA 15215",40.506022,-79.938685,1,rooftop,"20 A","Bethany Dr",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"22 A BETHANY DR PITTSBURGH PA 15215",40.506019,-79.938921,1,rooftop,"22 A","Bethany Dr",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"26 B BETHANY DR PITTSBURGH PA 15215",40.506009,-79.939424,1,rooftop,"26 B","Bethany Dr",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"5595 AIKEN RD MC KEES ROCKS PA 15136",40.459947,-80.121833,1,rooftop,5595,"Aiken Rd",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"212 CONSTANCE DR MC KEES ROCKS PA 15136",40.458999,-80.132388,1,rooftop,212,"Constance Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"25 WINTER DR MC KEES ROCKS PA 15136",40.459876,-80.125793,1,rooftop,25,"Winter Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"6625 OHIO RIVER BLVD PITTSBURGH PA 15202",40.502106,-80.07739,1,rooftop,6625,"Ohio River Blvd",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"406 CALIFORNIA AVE PITTSBURGH PA 15202",40.502848,-80.071875,1,rooftop,406,"California Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"130 CLEVELAND AVE PITTSBURGH PA 15202",40.501476,-80.073403,1,rooftop,130,"Cleveland Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"403 CALIFORNIA AVE PITTSBURGH PA 15202",40.503279,-80.071816,1,rooftop,403,"California Ave",,,Pittsburgh,PA,"Allegheny County",15202,US,Allegheny
"5307 PERRYSVILLE RD PITTSBURGH PA 15229",40.509929,-80.028853,1,rooftop,5307,"Perrysville Rd",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"5227 CLARWIN AVE PITTSBURGH PA 15229",40.507456,-80.028078,1,rooftop,5227,"Clarwin Ave",,,Pittsburgh,PA,"Allegheny County",15229,US,Allegheny
"552 FOUNDRY ST PITTSBURGH PA 15215",40.503366,-79.937725,1,rooftop,552,"Foundry St",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"627 SEIFRIED LN PITTSBURGH PA 15215",40.502667,-79.934085,1,rooftop,627,"Seifried Ln",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"114 KIRKWOOD DR PITTSBURGH PA 15215",40.502227,-79.933299,1,rooftop,114,"Kirkwood Dr",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"204 VIRGINIA MANOR DR PITTSBURGH PA 15215",40.510947,-79.929305,1,rooftop,204,"Virginia Manor Dr",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"408 COUNTRYSIDE DR MC KEES ROCKS PA 15136",40.457342,-80.129918,1,rooftop,408,"Countryside Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"5626 AIKEN RD MC KEES ROCKS PA 15136",40.457285,-80.125664,1,rooftop,5626,"Aiken Rd",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"330 COBBLESTONE CIR MC KEES ROCKS PA 15136",40.47166,-80.134128,1,range_interpolation,330,"Cobblestone Cir",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,"TIGER/Line® dataset from the US Census Bureau"
"659 CENTER AVE PITTSBURGH PA 15202",40.505165,-80.06783,1,place,,,,,Pittsburgh,PA,"Allegheny County",15202,US,"TIGER/Line® dataset from the US Census Bureau"
"106 RICHMOND DR PITTSBURGH PA 15215",40.510722,-79.92762,1,rooftop,106,"Richmond Dr",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"8 HIGHMEADOW RD PITTSBURGH PA 15215",40.507661,-79.918832,1,rooftop,8,"Highmeadow Rd",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"6 HIGHMEADOW RD PITTSBURGH PA 15215",40.507712,-79.91922,1,rooftop,6,"Highmeadow Rd",,,Pittsburgh,PA,"Allegheny County",15215,US,Allegheny
"235 FIELD CLUB CIR MC KEES ROCKS PA 15136",40.471827,-80.120977,1,rooftop,235,"Field Club Cir",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"252 FIELD CLUB CIR MC KEES ROCKS PA 15136",40.471074,-80.121758,1,rooftop,252,"Field Club Cir",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"100 FIELD CLUB DR W MC KEES ROCKS PA 15136",40.469204,-80.12666,1,rooftop,100,"Field Club Dr W",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"121 STAFFORD DR MC KEES ROCKS PA 15136",40.463721,-80.1326,1,rooftop,121,"Stafford Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"2925 MCKELVEY RD PITTSBURGH PA 15221",40.42746,-79.874722,1,rooftop,2925,"McKelvey Rd",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"1230 CIRCLE DR PITTSBURGH PA 15221",40.42637,-79.872296,1,rooftop,1230,"Circle Dr",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"105 KINGS RD PITTSBURGH PA 15221",40.427351,-79.873691,1,rooftop,105,"Kings Rd",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"243 CASCADE RD PITTSBURGH PA 15221",40.427135,-79.866964,1,rooftop,243,"Cascade Rd",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"250 CASCADE RD PITTSBURGH PA 15221",40.426697,-79.86712,1,rooftop,250,"Cascade Rd",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"203 WASHINGTON RD PITTSBURGH PA 15221",40.426994,-79.868115,1,rooftop,203,"Washington Rd",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"204 WASHINGTON RD PITTSBURGH PA 15221",40.426628,-79.868181,1,rooftop,204,"Washington Rd",,,Wilkinsburg,PA,"Allegheny County",15221,US,Allegheny
"1212 CIRCLE DR PITTSBURGH PA 15221",40.42577,-79.870792,1,rooftop,1212,"Circle Dr",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"2819 MCKELVEY RD PITTSBURGH PA 15221",40.42491,-79.871407,1,rooftop,2819,"McKelvey Rd",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"2808 MCKELVEY RD PITTSBURGH PA 15221",40.424639,-79.870233,1,rooftop,2808,"McKelvey Rd",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"2119 DELAWARE AVE PITTSBURGH PA 15218",40.424307,-79.881158,1,rooftop,2119,"Delaware Ave",,,Pittsburgh,PA,"Allegheny County",15218,US,Allegheny
"1106 BRINTON RD PITTSBURGH PA 15221",40.4248,-79.869,1,rooftop,1106,"Brinton Rd",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny
"7723 SAINT LAWRENCE AVE PITTSBURGH PA 15218",40.423059,-79.881708,1,rooftop,7723,"St Lawrence Ave",,,Pittsburgh,PA,"Allegheny County",15218,US,Allegheny
"7717 JUNIATA ST PITTSBURGH PA 15218",40.42265,-79.881014,1,rooftop,7717,"Juniata St",,,Pittsburgh,PA,"Allegheny County",15218,US,Allegheny
"2234 HAWTHORNE AVE PITTSBURGH PA 15218",40.4212,-79.881689,1,rooftop,2234,"Hawthorne Ave",,,Pittsburgh,PA,"Allegheny County",15218,US,Allegheny
"357 CANTERBURY DR PITTSBURGH PA 15238",40.494544,-79.878511,1,rooftop,357,"Canterbury Dr",,,Pittsburgh,PA,"Allegheny County",15238,US,Allegheny
